OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
288,09b156f3-5543-4dc1-bfbc-d855fa6d6745,2024-11-10T06:48:35.000Z,2024-11-10T06:48:49.000Z,09b156f3-5543-4dc1-bfbc-d855fa6d6745,Sireesha,10-11-2024,25,12:16,Bhel,18.459276,73.854968,6,2041381,379095,43Q,10,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=09b156f3-5543-4dc1-bfbc-d855fa6d6745_1731221288.jpg,,Looks Good ,Yes,moderate,
289,7e115469-5edf-42ea-b778-ae1cb5462333,2024-11-10T06:48:33.000Z,2024-11-11T03:47:16.000Z,7e115469-5edf-42ea-b778-ae1cb5462333,Namala charanya,10-11-2024,28,12:17,Gulmohar,18.457704,73.854499,4,2041208,379044,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7e115469-5edf-42ea-b778-ae1cb5462333_1731221295.jpg,,Looks Good ,Yes,Dense,
290,c0e6c328-9346-4559-aa34-11228d15bf14,2024-11-10T06:47:58.000Z,2024-11-10T06:48:06.000Z,c0e6c328-9346-4559-aa34-11228d15bf14,Souvic,10-11-2024,170,12:16,Eucalyptus,18.456786,73.854449,3,2041106,379038,43Q,12,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c0e6c328-9346-4559-aa34-11228d15bf14_1731221255.jpg,,Looks Good ,no,sparse,Nil
291,2612b5e7-5524-42c4-8863-f71e6a470bf0,2024-11-10T06:47:39.000Z,2024-11-10T07:17:47.000Z,2612b5e7-5524-42c4-8863-f71e6a470bf0,Yogesh,10-11-2024,50,12:14,She oak,18.459506,73.854855,3,2041407,379083,43Q,11,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2612b5e7-5524-42c4-8863-f71e6a470bf0_1731221237.jpg,,Looks Good ,no,sparse,
292,d7cfb89f-2d44-46b4-a16a-6c8cdcb5bb51,2024-11-10T06:47:08.000Z,2024-11-10T06:53:14.000Z,d7cfb89f-2d44-46b4-a16a-6c8cdcb5bb51,Nitin,10-11-2024,15,12:15,Notknown,18.456883,73.854377,4,2041117,379031,43Q,15,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d7cfb89f-2d44-46b4-a16a-6c8cdcb5bb51_1731221217.jpg,,Looks Good ,no,moderate,
293,949dc394-bd90-4b6c-a6d1-6fc10e190ecb,2024-11-10T06:46:56.000Z,2024-11-10T06:47:05.000Z,949dc394-bd90-4b6c-a6d1-6fc10e190ecb,Dattatraya Chaudhari,10-11-2024,20,12:15,Silver Oak,18.45734,73.853353,4,2041168,378923,43Q,15,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=949dc394-bd90-4b6c-a6d1-6fc10e190ecb_1731221198.jpg,,Looks Good ,no,sparse,
294,aa7c7a7f-9e40-49d3-a3d3-2ddb3bd1fd81,2024-11-10T06:46:47.000Z,2024-11-10T07:11:45.000Z,aa7c7a7f-9e40-49d3-a3d3-2ddb3bd1fd81,Anoop Kumar,10-11-2024,90,12:15,Palm,18.459473,73.8548,2,2041403,379077,43Q,10,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=aa7c7a7f-9e40-49d3-a3d3-2ddb3bd1fd81_1731221193.jpg,,Looks Good ,no,Dense,
295,1d8a4760-b58e-4f31-a06e-53ed1e04823c,2024-11-10T06:46:32.000Z,2024-11-11T03:47:14.000Z,1d8a4760-b58e-4f31-a06e-53ed1e04823c,Namala charanya,10-11-2024,14,12:15,Badam,18.457711,73.854552,3,2041208,379050,43Q,7,Native,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1d8a4760-b58e-4f31-a06e-53ed1e04823c_1731221181.jpg,,Looks Good ,no,Dense,
296,663eb2b4-3389-460a-b90a-160bf2ddfefb,2024-11-10T06:46:19.000Z,2024-11-10T07:40:36.000Z,663eb2b4-3389-460a-b90a-160bf2ddfefb,Manisha,10-11-2024,45,12:14,Gulmohar,18.457736,73.853095,4,2041212,378896,43Q,7,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=663eb2b4-3389-460a-b90a-160bf2ddfefb_1731221161.jpg,,Looks Good ,no,moderate,No
297,b9b617ea-fc67-42b7-bf1e-869d2cbe64d7,2024-11-10T06:46:09.000Z,2024-11-10T06:46:21.000Z,b9b617ea-fc67-42b7-bf1e-869d2cbe64d7,Rohit kumbhar,10-11-2024,50,12:14,Silver ock,18.457294,73.853403,4,2041163,378928,43Q,40,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b9b617ea-fc67-42b7-bf1e-869d2cbe64d7_1731221152.jpg,,Looks Good ,no,sparse,Good
298,420cd6d5-d621-464f-930d-a24006382708,2024-11-10T06:45:54.000Z,2024-11-10T07:32:51.000Z,420cd6d5-d621-464f-930d-a24006382708,Vijay bohra,10-11-2024,25,12:14,Gulmohar,18.457656,73.853604,4,2041203,378949,43Q,10,Exotic ,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=420cd6d5-d621-464f-930d-a24006382708_1731221127.jpg,,Looks Good ,no,Dense,Nil
299,0fbe2765-2d72-41c0-ac2d-7c0ed48526bf,2024-11-10T06:45:48.000Z,2024-11-10T07:48:37.000Z,0fbe2765-2d72-41c0-ac2d-7c0ed48526bf,Gayatri Deshpande,10-11-2024,50,12:13,Eucalyptus,18.456836,73.854039,8,2041112,378995,43Q,10,Exotic ,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0fbe2765-2d72-41c0-ac2d-7c0ed48526bf_1731221101.jpg,,Looks Good ,no,moderate,
300,cec56ca5-5512-419e-b616-92ec0a25feff,2024-11-10T06:45:45.000Z,2024-11-10T06:48:55.000Z,cec56ca5-5512-419e-b616-92ec0a25feff,Shailesh Kumar,10-11-2024,80,12:14,Silver oak,18.457354,73.853324,6,2041170,378920,43Q,40,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=cec56ca5-5512-419e-b616-92ec0a25feff_1731221127.jpg,,Looks Good ,no,sparse,
301,9285d377-365c-4eca-a6e4-82f9bc7cc484,2024-11-10T06:45:44.000Z,2024-11-10T06:45:53.000Z,9285d377-365c-4eca-a6e4-82f9bc7cc484,Souvic,10-11-2024,180,12:14,Eucalyptus,18.456844,73.854408,3,2041113,379034,43Q,12,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9285d377-365c-4eca-a6e4-82f9bc7cc484_1731221111.jpg,,Looks Good ,no,sparse,Nil
302,f56ff7f9-87a7-4dff-b642-ed8d0e4b9253,2024-11-10T06:45:34.000Z,2024-11-10T06:48:47.000Z,f56ff7f9-87a7-4dff-b642-ed8d0e4b9253,Sireesha,10-11-2024,50,12:10,Cheeni (kerala),18.459813,73.854413,5,2041441,379036,43Q,20,Native,Deciduous ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f56ff7f9-87a7-4dff-b642-ed8d0e4b9253_1731221114.jpg,,Looks Good ,Yes,moderate,
303,236a8eb5-810a-4170-b43f-71b0f41e5cbb,2024-11-10T06:45:15.000Z,2024-11-10T06:45:52.000Z,236a8eb5-810a-4170-b43f-71b0f41e5cbb,KetkiAdkar,10-11-2024,40,12:11,Kapok,18.457797,73.852989,17,2041219,378885,43Q,7,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=236a8eb5-810a-4170-b43f-71b0f41e5cbb_1731221079.jpg,,Looks Good ,no,moderate,
304,455fc48e-de67-4923-aa19-ec9235e432c0,2024-11-10T06:44:58.000Z,2024-11-10T06:45:04.000Z,455fc48e-de67-4923-aa19-ec9235e432c0,Trupti Pundekar,10-11-2024,60,12:12,Badam tree,18.457076,73.853627,40,2041139,378951,43Q,250,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=455fc48e-de67-4923-aa19-ec9235e432c0_1731221054.jpg,,Looks Good ,no,Dense,Very useful
305,bf8d7429-7792-4495-bc6d-8e1e154c8c35,2024-11-10T06:44:44.000Z,2024-11-10T06:44:52.000Z,bf8d7429-7792-4495-bc6d-8e1e154c8c35,Dattatraya Chaudhari,10-11-2024,300,12:12,BaniyanTree,18.457357,73.853339,4,2041170,378921,43Q,30,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bf8d7429-7792-4495-bc6d-8e1e154c8c35_1731221029.jpg,,Looks Good ,Yes,Dense,
306,7ced7885-4a9c-4a62-9896-28a4fb8ad4b2,2024-11-10T06:44:36.000Z,2024-11-11T03:47:12.000Z,7ced7885-4a9c-4a62-9896-28a4fb8ad4b2,Namala charanya,10-11-2024,30,12:13,Gulmohar,18.457674,73.854619,4,2041204,379057,43Q,14,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7ced7885-4a9c-4a62-9896-28a4fb8ad4b2_1731221052.jpg,,Looks Good ,no,Dense,
307,7556d025-b00a-4834-b36a-e529c82d146d,2024-11-10T06:44:23.000Z,2024-11-10T07:40:34.000Z,7556d025-b00a-4834-b36a-e529c82d146d,Manisha,10-11-2024,65,12:13,Gulmohar,18.457766,73.853128,4,2041215,378899,43Q,7,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7556d025-b00a-4834-b36a-e529c82d146d_1731221040.jpg,,Looks Good ,no,Dense,No
308,aa3b4b8e-a39d-4743-a847-0af0c54013d6,2024-11-10T06:44:01.000Z,2024-11-10T06:44:06.000Z,aa3b4b8e-a39d-4743-a847-0af0c54013d6,Lakshita,10-11-2024,65,12:11,Jamun,18.457764,73.853047,2,2041215,378891,43Q,4,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=aa3b4b8e-a39d-4743-a847-0af0c54013d6_1731221016.jpg,,Looks Good ,no,moderate,
309,f84cfa8a-a00f-414b-b800-a72349b117db,2024-11-10T06:43:55.000Z,2024-11-10T07:50:57.000Z,f84cfa8a-a00f-414b-b800-a72349b117db,Archana Kadam,10-11-2024,85,12:11,Banyan tree,18.457735,73.852889,14,2041212,378874,43Q,14,Native,Deciduous ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f84cfa8a-a00f-414b-b800-a72349b117db_1731220999.jpg,,Looks Good ,no,Dense,
310,e58098d0-1852-4512-abcd-c29969a4013e,2024-11-10T06:43:48.000Z,2024-11-10T07:11:43.000Z,e58098d0-1852-4512-abcd-c29969a4013e,Anoop kumar,10-11-2024,80,12:11,Cheeni,18.459752,73.854612,2,2041434,379057,43Q,15,Exotic ,Deciduous ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e58098d0-1852-4512-abcd-c29969a4013e_1731220958.jpg,,Looks Good ,Yes,Dense,Eagle nest found
311,251c49e3-0da8-4856-b64d-2e5ee2f50567,2024-11-10T06:43:37.000Z,2024-11-10T07:32:48.000Z,251c49e3-0da8-4856-b64d-2e5ee2f50567,Vijay bohra,10-11-2024,35,12:12,Gulmohar,18.457622,73.853493,4,2041199,378938,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=251c49e3-0da8-4856-b64d-2e5ee2f50567_1731220998.jpg,,Looks Good ,no,Dense,Nil
312,5f270b51-a67e-40ae-aa12-44a8d50dfc21,2024-11-10T06:43:29.000Z,2024-11-10T06:48:53.000Z,5f270b51-a67e-40ae-aa12-44a8d50dfc21,Shailesh Kumar,10-11-2024,18,12:12,Pipal,18.457495,73.853349,8,2041185,378922,43Q,10,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5f270b51-a67e-40ae-aa12-44a8d50dfc21_1731220995.jpg,,Looks Good ,no,sparse,
313,4bb927a7-d769-45b9-b019-fb41a95b9177,2024-11-10T06:42:58.000Z,2024-11-10T06:46:19.000Z,4bb927a7-d769-45b9-b019-fb41a95b9177,Rohit kumbhar,10-11-2024,50,12:05,Kadamb,18.457472,73.853323,4,2041183,378920,43Q,30,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4bb927a7-d769-45b9-b019-fb41a95b9177_1731220953.jpg,,Looks Good ,no,moderate,Very good
314,4ce26f83-798f-4085-b627-b9651797714a,2024-11-10T06:42:29.000Z,2024-11-10T07:40:32.000Z,4ce26f83-798f-4085-b627-b9651797714a,Manisha,10-11-2024,50,12:11,Gulmohar,18.457711,73.85316,4,2041209,378903,43Q,7,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4ce26f83-798f-4085-b627-b9651797714a_1731220926.jpg,,Looks Good ,no,Dense,NO
315,fc41b68d-ec9e-4e10-9ab3-c9f60d79460f,2024-11-10T06:42:14.000Z,2024-11-10T07:48:35.000Z,fc41b68d-ec9e-4e10-9ab3-c9f60d79460f,Sakshika Gupta,10-11-2024,110,12:05,Unknown,18.456847,73.854038,4,2041113,378995,43Q,17,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fc41b68d-ec9e-4e10-9ab3-c9f60d79460f_1731220911.jpg,,Looks Good ,Yes,moderate,
316,d45058f1-b48c-487f-ab9a-7cf9dfe4f348,2024-11-10T06:42:10.000Z,2024-11-11T03:47:10.000Z,d45058f1-b48c-487f-ab9a-7cf9dfe4f348,Namala charanya,10-11-2024,45,12:10,Gulmohar,18.457697,73.854664,4,2041207,379061,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d45058f1-b48c-487f-ab9a-7cf9dfe4f348_1731220914.jpg,,Looks Good ,no,moderate,
317,d9502e08-87c7-4166-82a2-770cb5a34b9b,2024-11-10T06:41:57.000Z,2024-11-10T06:43:43.000Z,d9502e08-87c7-4166-82a2-770cb5a34b9b,Souvic,10-11-2024,140,12:10,Eucalyptus,18.456849,73.854341,3,2041113,379027,43Q,13,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d9502e08-87c7-4166-82a2-770cb5a34b9b_1731220897.jpg,,Looks Good ,no,sparse,Nil
318,5f1838bb-5275-4923-a90d-a19f1b7f4908,2024-11-10T06:41:37.000Z,2024-11-10T06:41:50.000Z,5f1838bb-5275-4923-a90d-a19f1b7f4908,Nitin,10-11-2024,25,12:10,Almond,18.456884,73.854317,4,2041117,379024,43Q,10,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5f1838bb-5275-4923-a90d-a19f1b7f4908_1731220887.jpg,,Looks Good ,Yes,moderate,
319,0b95799c-a9d5-4011-a1ad-ea3d25df6a48,2024-11-10T06:41:27.000Z,2024-11-10T07:32:46.000Z,0b95799c-a9d5-4011-a1ad-ea3d25df6a48,Vijay bohra,10-11-2024,45,12:09,Gulmohar,18.457601,73.853464,4,2041197,378935,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0b95799c-a9d5-4011-a1ad-ea3d25df6a48_1731220866.jpg,,Looks Good ,no,Dense,Nil
320,59d75062-3794-4f4c-b4e9-9f252b1bf7a0,2024-11-10T06:41:13.000Z,2024-11-10T06:41:19.000Z,59d75062-3794-4f4c-b4e9-9f252b1bf7a0,Shailesh Kumar,10-11-2024,80,12:07,Sweet tamarind,18.457542,73.853341,6,2041191,378922,43Q,20,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=59d75062-3794-4f4c-b4e9-9f252b1bf7a0_1731220854.jpg,,Looks Good ,no,moderate,
321,ddb139e3-f2ee-41a3-b742-7653f143daf7,2024-11-10T06:40:11.000Z,2024-11-10T06:40:21.000Z,ddb139e3-f2ee-41a3-b742-7653f143daf7,Dattatraya Chaudhari,10-11-2024,100,12:06,SweetTemarind,18.457673,73.853297,4,2041205,378917,43Q,45,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=ddb139e3-f2ee-41a3-b742-7653f143daf7_1731220766.jpg,,Looks Good ,no,moderate,
322,21fd2e80-0661-43bf-8297-855d8e41fe32,2024-11-10T06:40:07.000Z,2024-11-10T06:41:48.000Z,21fd2e80-0661-43bf-8297-855d8e41fe32,Nitin,10-11-2024,25,12:08,Almond,18.456897,73.854259,5,2041119,379018,43Q,10,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=21fd2e80-0661-43bf-8297-855d8e41fe32_1731220795.jpg,,Looks Good ,Yes,Dense,
323,4f1feeed-59e5-4265-b10f-b67049e6a264,2024-11-10T06:39:57.000Z,2024-11-11T03:47:08.000Z,4f1feeed-59e5-4265-b10f-b67049e6a264,Namala charanya,10-11-2024,50,12:08,Gulmohar,18.457662,73.854765,4,2041203,379072,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4f1feeed-59e5-4265-b10f-b67049e6a264_1731220780.jpg,,Looks Good ,no,moderate,
324,4b54c965-0d46-4e20-be76-4059ae2987bb,2024-11-10T06:39:47.000Z,2024-11-10T07:52:08.000Z,4b54c965-0d46-4e20-be76-4059ae2987bb,Supriya Dipak Bakal,10-11-2024,24,12:07,Palm tree,18.457589,73.853577,4,2041196,378947,43Q,8,Native,Deciduous ,,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4b54c965-0d46-4e20-be76-4059ae2987bb_1731220749.jpg,,Looks Good ,no,sparse,
325,85e6b25a-5e41-4a5c-89f6-ac7a01fef8fa,2024-11-10T06:39:37.000Z,2024-11-10T06:39:43.000Z,85e6b25a-5e41-4a5c-89f6-ac7a01fef8fa,Souvic,10-11-2024,45,12:08,Eucalyptus,18.457057,73.854166,4,2041136,379008,43Q,9,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=85e6b25a-5e41-4a5c-89f6-ac7a01fef8fa_1731220758.jpg,,Looks Good ,no,sparse,Nil
326,8e847d4d-e32a-490d-89f9-17b95f398e62,2024-11-10T06:39:28.000Z,2024-11-10T06:39:36.000Z,8e847d4d-e32a-490d-89f9-17b95f398e62,Lakshita,10-11-2024,35,12:06,Jamun,18.45779,73.85318,2,2041218,378905,43Q,4,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8e847d4d-e32a-490d-89f9-17b95f398e62_1731220733.jpg,,Looks Good ,no,moderate,
327,00f7386f-bd5b-428d-9d47-7b1afec2aa44,2024-11-10T06:39:19.000Z,2024-11-10T07:50:55.000Z,00f7386f-bd5b-428d-9d47-7b1afec2aa44,Archana Kadam,10-11-2024,9,11:56,Yellow Cassia,18.45685,73.853316,35,2041114,378918,43Q,8,Native,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=00f7386f-bd5b-428d-9d47-7b1afec2aa44_1731220701.jpg,,Looks Good ,no,moderate,
328,c547baad-e2bf-49bd-b714-e20e6486c3dd,2024-11-10T06:38:42.000Z,2024-11-10T07:40:30.000Z,c547baad-e2bf-49bd-b714-e20e6486c3dd,Manisha,10-11-2024,60,12:05,Gulmohar,18.457734,73.853172,4,2041212,378904,43Q,6,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c547baad-e2bf-49bd-b714-e20e6486c3dd_1731220700.jpg,,Looks Good ,no,moderate,
329,d7321a56-ef3b-4e57-abe7-8b7a3013f7e7,2024-11-10T06:38:30.000Z,2024-11-11T03:47:06.000Z,d7321a56-ef3b-4e57-abe7-8b7a3013f7e7,Namala charanya,10-11-2024,40,12:07,Gulmohar,18.457671,73.854873,4,2041204,379083,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d7321a56-ef3b-4e57-abe7-8b7a3013f7e7_1731220694.jpg,,Looks Good ,Yes,moderate,
330,ce4d080b-b1d9-4487-8adf-50a5aab8eec0,2024-11-10T06:38:24.000Z,2024-11-10T06:38:29.000Z,ce4d080b-b1d9-4487-8adf-50a5aab8eec0,Trupti Pundekar,10-11-2024,30,12:05,Shevri,18.457202,73.85319,42,2041153,378905,43Q,100,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=ce4d080b-b1d9-4487-8adf-50a5aab8eec0_1731220673.jpg,,Looks Good ,no,sparse,Tall
331,70e673f7-fb59-41f5-8671-3f5e8208c105,2024-11-10T06:38:11.000Z,2024-11-10T06:41:46.000Z,70e673f7-fb59-41f5-8671-3f5e8208c105,Nitin,10-11-2024,60,12:06,Yugal,18.456849,73.854083,4,2041113,378999,43Q,35,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=70e673f7-fb59-41f5-8671-3f5e8208c105_1731220676.jpg,,Looks Good ,no,moderate,
332,4c93ef2b-aba8-465e-af17-75724c9db446,2024-11-10T06:37:32.000Z,2024-11-10T06:37:38.000Z,4c93ef2b-aba8-465e-af17-75724c9db446,Souvic,10-11-2024,60,12:05,Eucalyptus,18.456844,73.854303,7,2041113,379023,43Q,9,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4c93ef2b-aba8-465e-af17-75724c9db446_1731220629.jpg,,Looks Good ,no,sparse,Nil
333,4e4f9b9f-2238-4fdc-8ee0-5ef8a0813b8d,2024-11-10T06:36:58.000Z,2024-11-10T06:37:05.000Z,4e4f9b9f-2238-4fdc-8ee0-5ef8a0813b8d,Shailesh Kumar,10-11-2024,130,12:04,Siris,18.457514,73.85332,6,2041187,378919,43Q,30,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4e4f9b9f-2238-4fdc-8ee0-5ef8a0813b8d_1731220588.jpg,,Looks Good ,no,moderate,
334,55584ea7-bd19-483b-bc53-e98d48b9fba7,2024-11-10T06:36:25.000Z,2024-11-10T06:41:44.000Z,55584ea7-bd19-483b-bc53-e98d48b9fba7,Nitin,10-11-2024,35,12:04,Not known,18.456917,73.853977,4,2041121,378988,43Q,30,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=55584ea7-bd19-483b-bc53-e98d48b9fba7_1731220561.jpg,,Looks Good ,no,moderate,
335,1e708738-7d8b-4f4f-a97a-eee53563bb11,2024-11-10T06:36:24.000Z,2024-11-11T03:47:04.000Z,1e708738-7d8b-4f4f-a97a-eee53563bb11,Namala charanya,10-11-2024,40,12:05,Gulmohar,18.457705,73.854822,4,2041208,379078,43Q,6,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1e708738-7d8b-4f4f-a97a-eee53563bb11_1731220570.jpg,,Looks Good ,no,moderate,
336,13ff1212-5655-4a7a-ba47-b820c54c1710,2024-11-10T06:11:18.000Z,2024-11-10T06:26:24.000Z,13ff1212-5655-4a7a-ba47-b820c54c1710,Supriya Dipak Bakal,10-11-2024,35,11:38,Gulmohar tree,18.457822,73.856977,4,2041219,379306,43Q,14,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=13ff1212-5655-4a7a-ba47-b820c54c1710_1731219058.jpg,,Looks Good ,no,Dense,
337,26fe494c-ab78-4403-ba67-37514efb0ff7,2024-11-10T06:10:45.000Z,2024-11-10T07:53:12.000Z,26fe494c-ab78-4403-ba67-37514efb0ff7,Vaishnavi Malpani,06-04-2000,26,11:39,Palm Tree,18.457809,73.856822,4,2041218,379289,43Q,36,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=26fe494c-ab78-4403-ba67-37514efb0ff7_1731219033.jpg,,looks dry ,no,sparse,
338,2f3290e8-faf7-46d9-bd52-b913e5ed2e79,2024-11-10T06:09:41.250Z,2024-11-10T06:27:08.000Z,2f3290e8-faf7-46d9-bd52-b913e5ed2e79,Harshal,10-11-2024,45,11:38,Areca Palm,18.457765,73.85682,4,2041213,379289,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2f3290e8-faf7-46d9-bd52-b913e5ed2e79_1731218972.jpg,,Looks Good ,no,sparse,
